# zprintpro.com 关键词机会台账 v1.2 | 数据源: gsc_data.csv 2026-08-26 20:18 GSC 84国全量 7d | 生成: 2026-08-28 | 口径: GSC 7d滚动 全部国家/地区 | 变更: v1.2 修正 C2 tier 标签为 pos 11-50 口径 | 用途: 每日 GSC 导出后重跑 build-keyword-ledger.py 按 query 对齐增量更新
query,lang,category,tier,priority_score,imps,clicks,ctr_pct,pos,ctr_flag,seasonal
print saddle stitch,en,其他/Other,D-远期(51-100),0,1,0,0.0,96.0,0-click,
print saddle stitch booklet,en,書籍/Book,D-远期(51-100),0,1,0,0.0,74.0,0-click,
print size a2,en,其他/Other,D-远期(51-100),0,1,0,0.0,89.0,0-click,
print waterproof stickers,en,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,56.0,0-click,
printed cosmetic boxes,en,包裝/Packaging,D-远期(51-100),0,1,0,0.0,98.0,0-click,
printing a2 posters,en,海報/Poster,D-远期(51-100),0,1,0,0.0,81.0,0-click,
printing a2 size,en,其他/Other,D-远期(51-100),0,1,0,0.0,68.0,0-click,
printing and binding services online in tajik,en,其他/Other,D-远期(51-100),0,1,0,0.0,73.0,0-click,
printing in china professional book printing zxc print,en,書籍/Book,D-远期(51-100),0,1,0,0.0,96.0,0-click,
printing on confectionery packaging,en,包裝/Packaging,D-远期(51-100),0,1,0,0.0,54.0,0-click,
quick flyers,en,宣傳單/Flyer,D-远期(51-100),0,1,0,0.0,78.0,0-click,
removable decals,en,其他/Other,D-远期(51-100),0,1,0,0.0,53.0,0-click,
rgb and cmyk colors,en,其他/Other,D-远期(51-100),0,1,0,0.0,82.0,0-click,
rgb cmyk 違い,ja,其他/Other,D-远期(51-100),0,1,0,0.0,95.0,0-click,
rgb for printing,en,其他/Other,D-远期(51-100),0,1,0,0.0,79.0,0-click,
rgb versus cmyk,en,其他/Other,D-远期(51-100),0,1,0,0.0,97.0,0-click,
roll up bänner,en,其他/Other,D-远期(51-100),0,1,0,0.0,55.0,0-click,
roll ups banner,en,其他/Other,D-远期(51-100),0,1,0,0.0,55.0,0-click,
saddle stich booklet,en,書籍/Book,D-远期(51-100),0,1,0,0.0,85.0,0-click,
saddle stitch binding printing,en,其他/Other,D-远期(51-100),0,1,0,0.0,77.0,0-click,
saddle stitch book printing,en,書籍/Book,D-远期(51-100),0,1,0,0.0,72.0,0-click,
saddle stitch booklet printing,en,書籍/Book,D-远期(51-100),0,1,0,0.0,68.0,0-click,
saddle stitch booklet printing in georgian,en,書籍/Book,D-远期(51-100),0,1,0,0.0,86.0,0-click,
saddle stitch booklet printing in norwegian,en,書籍/Book,D-远期(51-100),0,1,0,0.0,81.0,0-click,
saddle stitch booklet printing in swedish,en,書籍/Book,D-远期(51-100),0,1,0,0.0,86.0,0-click,
saddle stitch booklets printing,en,書籍/Book,D-远期(51-100),0,1,0,0.0,59.0,0-click,
saddle stitch brochure,en,其他/Other,D-远期(51-100),0,1,0,0.0,72.0,0-click,
saddle stitch catalog printing,en,目錄/Catalog,D-远期(51-100),0,1,0,0.0,92.0,0-click,
saddle stitch printing,en,其他/Other,D-远期(51-100),0,1,0,0.0,85.0,0-click,
saddle stitched brochures,en,其他/Other,D-远期(51-100),0,1,0,0.0,90.0,0-click,
saddle stitched printing,en,其他/Other,D-远期(51-100),0,1,0,0.0,73.0,0-click,
saddle stitching booklet,en,書籍/Book,D-远期(51-100),0,1,0,0.0,78.0,0-click,
saddle-stitch booklet,en,書籍/Book,D-远期(51-100),0,1,0,0.0,69.0,0-click,
saddle-stitched booklet,en,書籍/Book,D-远期(51-100),0,1,0,0.0,88.0,0-click,
saiz poster a1,en,海報/Poster,D-远期(51-100),0,1,0,0.0,61.0,0-click,
serti 2 poster print,en,海報/Poster,D-远期(51-100),0,1,0,0.0,69.0,0-click,
sewn binding book printing in tajik,en,書籍/Book,D-远期(51-100),0,1,0,0.0,65.0,0-click,
short run book printing in tajik,en,書籍/Book,D-远期(51-100),0,1,0,0.0,70.0,0-click,
short run hardback book printing in kyrgyz,en,書籍/Book,D-远期(51-100),0,1,0,0.0,83.0,0-click,
short run hardcover book printing in tajik,en,書籍/Book,D-远期(51-100),0,1,0,0.0,91.0,0-click,
single use menu,en,餐牌/Menu,D-远期(51-100),0,1,0,0.0,90.0,0-click,
size a2 poster,en,海報/Poster,D-远期(51-100),0,1,0,0.0,62.0,0-click,
size between a5 and a6,en,其他/Other,D-远期(51-100),0,1,0,0.0,60.0,0-click,
size of a calendar,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,56.0,0-click,Y
size of a1 poster,en,海報/Poster,D-远期(51-100),0,1,0,0.0,92.0,0-click,
size of a2 poster in cm,en,海報/Poster,D-远期(51-100),0,1,0,0.0,66.0,0-click,
size of poster paper,en,海報/Poster,D-远期(51-100),0,1,0,0.0,78.0,0-click,
size of wall calendar,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,87.0,0-click,Y
small quantity book printing in tajik,en,書籍/Book,D-远期(51-100),0,1,0,0.0,59.0,0-click,
small run art book printing in tajik,en,書籍/Book,D-远期(51-100),0,1,0,0.0,91.0,0-click,
softback book printing in tajik,en,書籍/Book,D-远期(51-100),0,1,0,0.0,80.0,0-click,
softcover book printing in tajik,en,書籍/Book,D-远期(51-100),0,1,0,0.0,77.0,0-click,
spiral bound calendar printing,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,57.0,0-click,Y
spot uv black business card,en,咭片/Card,D-远期(51-100),0,1,0,0.0,59.0,0-click,
spot uv card,en,咭片/Card,D-远期(51-100),0,1,0,0.0,58.0,0-click,
spot uv käyntikortti,en,其他/Other,D-远期(51-100),0,1,0,0.0,73.0,0-click,
spot uv printing,en,其他/Other,D-远期(51-100),0,1,0,0.0,67.0,0-click,
standard calendar sizes,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,55.0,0-click,Y
standard wall calendar dimensions,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,62.0,0-click,Y
standard wall calendar size,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,71.0,0-click,Y
stick banner,en,其他/Other,D-远期(51-100),0,1,0,0.0,79.0,0-click,
sticker foil,en,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,56.0,0-click,
sticker printing transparent,en,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,73.0,0-click,
stitched booklets,en,書籍/Book,D-远期(51-100),0,1,0,0.0,91.0,0-click,
tabloid poster size,en,海報/Poster,D-远期(51-100),0,1,0,0.0,88.0,0-click,
the difference between a5 and a6,en,其他/Other,D-远期(51-100),0,1,0,0.0,54.0,0-click,
transparent sticker printing online,en,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,71.0,0-click,
transparent stickers online,en,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,68.0,0-click,
ukuran a2 poster,en,海報/Poster,D-远期(51-100),0,1,0,0.0,63.0,0-click,
uprinting retractable banners,en,其他/Other,D-远期(51-100),0,1,0,0.0,73.0,0-click,
urgent printing,en,其他/Other,D-远期(51-100),0,1,0,0.0,54.0,0-click,
uv coating business cards,en,咭片/Card,D-远期(51-100),0,1,0,0.0,73.0,0-click,
wall calender size,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,65.0,0-click,
waterproof sticker printing supplier,en,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,75.0,0-click,
waterproof stickers printing,en,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,63.0,0-click,
way 2 poster print,en,海報/Poster,D-远期(51-100),0,1,0,0.0,51.0,0-click,
what are the dimensions of a1 poster,en,海報/Poster,D-远期(51-100),0,1,0,0.0,90.0,0-click,
what is a standard calendar size,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,57.0,0-click,Y
what is a1 size poster,en,海報/Poster,D-远期(51-100),0,1,0,0.0,89.0,0-click,
what is a3 size poster,en,海報/Poster,D-远期(51-100),0,1,0,0.0,94.0,0-click,
what is a5 vs a6,en,其他/Other,D-远期(51-100),0,1,0,0.0,56.0,0-click,
what is an a1 poster size,en,海報/Poster,D-远期(51-100),0,1,0,0.0,100.0,0-click,
what size is a a1 poster,en,海報/Poster,D-远期(51-100),0,1,0,0.0,83.0,0-click,
what size is a standard calendar,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,61.0,0-click,Y
what size is a3 poster,en,海報/Poster,D-远期(51-100),0,1,0,0.0,57.0,0-click,
wholesale catalog saddle stitching binding printing,en,目錄/Catalog,D-远期(51-100),0,1,0,0.0,89.0,0-click,
wire bound calendars,en,月曆/Calendar,D-远期(51-100),0,1,0,0.0,59.0,0-click,Y
yibo white card paper bags,en,紙袋/PaperBag,D-远期(51-100),0,1,0,0.0,52.0,0-click,
z card printing,en,咭片/Card,D-远期(51-100),0,1,0,0.0,64.0,0-click,
zip printing,en,其他/Other,D-远期(51-100),0,1,0,0.0,60.0,0-click,
zprints,en,品牌/Brand,D-远期(51-100),0,1,0,0.0,70.0,0-click,
カラー cmyk,ja,其他/Other,D-远期(51-100),0,1,0,0.0,89.0,0-click,
グッズ 同人 印刷,ja,書籍/Book,D-远期(51-100),0,1,0,0.0,64.0,0-click,
ステッカー 小 ロット,ja,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,51.0,0-click,
ステッカー 箔押し,ja,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,83.0,0-click,
バナー 印刷 意味,ja,其他/Other,D-远期(51-100),0,1,0,0.0,72.0,0-click,
パッケージ 種類,ja,包裝/Packaging,D-远期(51-100),0,1,0,0.0,100.0,0-click,
ポスター 寸法,ja,海報/Poster,D-远期(51-100),0,1,0,0.0,54.0,0-click,
ポスター 費用,ja,海報/Poster,D-远期(51-100),0,1,0,0.0,65.0,0-click,
二拉架,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,71.0,0-click,
傳單,zh-hk,宣傳單/Flyer,D-远期(51-100),0,1,0,0.0,53.0,0-click,
公司卡片,zh-hk,咭片/Card,D-远期(51-100),0,1,0,0.0,54.0,0-click,
包裝盒,zh-hk,包裝/Packaging,D-远期(51-100),0,1,0,0.0,100.0,0-click,
卒 園 アルバム 印刷,ja,其他/Other,D-远期(51-100),0,1,0,0.0,69.0,0-click,
卒 園 アルバム 印刷 製本,ja,其他/Other,D-远期(51-100),0,1,0,0.0,95.0,0-click,
卡片 紙質,zh-hk,咭片/Card,D-远期(51-100),0,1,0,0.0,66.0,0-click,
印刷 カラー,ja,其他/Other,D-远期(51-100),0,1,0,0.0,86.0,0-click,
印刷 工廠,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,62.0,0-click,
印刷 紙,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,85.0,0-click,
印刷 食品,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,67.0,0-click,
印刷cmyk,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,73.0,0-click,
易拉架 價錢,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,58.0,0-click,
法人 封筒,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,53.0,0-click,
海報a1尺寸,zh-hk,海報/Poster,D-远期(51-100),0,1,0,0.0,52.0,0-click,
環保 紙,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,95.0,0-click,
箱 種類,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,80.0,0-click,
紙 材質 種類,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,87.0,0-click,
紙 盒 包裝,zh-hk,包裝/Packaging,D-远期(51-100),0,1,0,0.0,56.0,0-click,
紙 種類,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,95.0,0-click,
紙の印刷物,ja,其他/Other,D-远期(51-100),0,1,0,0.0,84.0,0-click,
紙材質,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,87.0,0-click,
紙盒印製,zh-hk,包裝/Packaging,D-远期(51-100),0,1,0,0.0,63.0,0-click,
紙袋 批發,zh-hk,紙袋/PaperBag,D-远期(51-100),0,1,0,0.0,54.0,0-click,
紙質 種類,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,95.0,0-click,
角丸 名刺,zh-hk,咭片/Card,D-远期(51-100),0,1,0,0.0,63.0,0-click,
貼 海報,zh-hk,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,54.0,0-click,
貼紙 訂製,zh-hk,貼紙/Sticker,D-远期(51-100),0,1,0,0.0,57.0,0-click,
食品 パッケージ印刷,ja,包裝/Packaging,D-远期(51-100),0,1,0,0.0,60.0,0-click,
騎馬 釘,zh-hk,其他/Other,D-远期(51-100),0,1,0,0.0,55.0,0-click,
